SRR6451753,2018-01-09 14:28:32,2018-01-09 14:24:52,8818065,1781249130,8818065,202,1300,,https://sra-download.ncbi.nlm.nih.gov/traces/sra58/SRR/006300/SRR6451753,SRX3542692,70059005_SF07_dna,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP096283,PRJNA354235,,354235,SRS1913971,SAMN06165194,simple,408170,human gut metagenome,70059005_SF07.dna.bam_filtered.fastq.fastq.gz,,,,,,,no,,,,,,SRA613261,,public,080010FA691BF5A367D9EF21324B4755,88420B16982504D8929440064C70E2C3
SRR6451752,2018-01-09 12:36:47,2018-01-09 12:29:15,9196645,1857722290,9196645,202,1218,,https://sra-download.ncbi.nlm.nih.gov/traces/sra57/SRR/006300/SRR6451752,SRX3542693,70059005_SF08_dna,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP096283,PRJNA354235,,354235,SRS1913970,SAMN06165195,simple,408170,human gut metagenome,70059005_SF08.dna.bam_filtered.fastq.fastq.gz,,,,,,,no,,,,,,SRA613261,,public,A006E51BA8BCF5D8E38495D1179F4A7E,096AFC84F8DD308076460D9C97F41401
SRR6451751,2018-01-12 14:47:28,2018-01-12 14:45:21,10862243,2194173086,10862243,202,1596,,https://sra-download.ncbi.nlm.nih.gov/traces/sra57/SRR/006300/SRR6451751,SRX3542694,70111148_SF07_dna,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP096283,PRJNA354235,,354235,SRS1913969,SAMN06165196,simple,408170,human gut metagenome,70111148_SF07.dna.bam_filtered.fastq.fastq.gz,,,,,,,no,,,,,,SRA613261,,public,FA1A67E15E71D47BEB5DF58E11BC8EE1,0ACEBFF81223E46B7E64E870C12ACC5E
SRR6451750,2018-01-09 12:36:47,2018-01-09 12:28:59,7659376,1547193952,7659376,202,1032,,https://sra-download.ncbi.nlm.nih.gov/traces/sra58/SRR/006300/SRR6451750,SRX3542695,70111148_SF08_dna,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP096283,PRJNA354235,,354235,SRS1913968,SAMN06165197,simple,408170,human gut metagenome,70111148_SF08.dna.bam_filtered.fastq.fastq.gz,,,,,,,no,,,,,,SRA613261,,public,6978080352803DAC9CA2F819B889714F,E70C9A94CDA1352F6DD9C00D84D7ACD1
SRR6451749,2018-01-09 12:36:47,2018-01-09 12:29:06,9702389,1959882578,9702389,202,1308,,https://sra-download.ncbi.nlm.nih.gov/traces/sra57/SRR/006300/SRR6451749,SRX3542696,70234503_SF07_dna,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP096283,PRJNA354235,,354235,SRS1913967,SAMN06165198,simple,408170,human gut metagenome,70234503_SF07.dna.bam_filtered.fastq.fastq.gz,,,,,,,no,,,,,,SRA613261,,public,AB9BCB5475A3B888E689ABEA448DC88E,DD48D009F16577E2A73F90D3689C0B17
SRR6451748,2018-01-09 12:36:47,2018-01-09 12:30:51,15448459,3120588718,15448459,202,2076,,https://sra-download.ncbi.nlm.nih.gov/traces/sra57/SRR/006300/SRR6451748,SRX3542697,70234503_SF08_dna,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP096283,PRJNA354235,,354235,SRS1913965,SAMN06165199,simple,408170,human gut metagenome,70234503_SF08.dna.bam_filtered.fastq.fastq.gz,,,,,,,no,,,,,,SRA613261,,public,F38639C592F31848CDF411396BBDF686,196F5E5FEBD642C26D415F54379284A8
SRR6451747,2018-01-09 12:36:47,2018-01-09 12:29:47,12286112,2481794624,12286112,202,1618,,https://sra-download.ncbi.nlm.nih.gov/traces/sra58/SRR/006300/SRR6451747,SRX3542698,70312587_SF05_dna,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP096283,PRJNA354235,,354235,SRS1913966,SAMN06165200,simple,408170,human gut metagenome,70312587_SF05.dna.bam_filtered.fastq.fastq.gz,,,,,,,no,,,,,,SRA613261,,public,FC78CE0F5E3A66D9D51B5E6533D925CA,9F01B64B43BADEA110F4AF93444F6AE1
SRR6451746,2018-01-12 14:51:32,2018-01-12 14:49:39,11546040,2332300080,11546040,202,1684,,https://sra-download.ncbi.nlm.nih.gov/traces/sra57/SRR/006300/SRR6451746,SRX3542699,70312587_SF06_dna,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP096283,PRJNA354235,,354235,SRS1913964,SAMN06165201,simple,408170,human gut metagenome,70312587_SF06.dna.bam_filtered.fastq.fastq.gz,,,,,,,no,,,,,,SRA613261,,public,20D71A4E1408BED8D90FB82D1BA1E09E,EA1E66D638D515872FC164FB999838E8
SRR6451745,2018-01-09 12:36:47,2018-01-09 12:29:03,8624809,1742211418,8624809,202,1148,,https://sra-download.ncbi.nlm.nih.gov/traces/sra57/SRR/006300/SRR6451745,SRX3542700,70312587_SF07_dna,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP096283,PRJNA354235,,354235,SRS1913963,SAMN06165202,simple,408170,human gut metagenome,70312587_SF07.dna.bam_filtered.fastq.fastq.gz,,,,,,,no,,,,,,SRA613261,,public,2BD961910366D4FEE75CD9A94784710D,E53B070E882F40047122AF0788D747FE
SRR6451744,2018-01-09 12:37:12,2018-01-09 12:33:36,10321904,2085024608,10321904,202,1357,,https://sra-download.ncbi.nlm.nih.gov/traces/sra58/SRR/006300/SRR6451744,SRX3542701,70324089_SF05_dna,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP096283,PRJNA354235,,354235,SRS1913962,SAMN06165203,simple,408170,human gut metagenome,70324089_SF05.dna.bam_filtered.fastq.fastq.gz,,,,,,,no,,,,,,SRA613261,,public,7F5D8D7AA2F8EF5CBB0170E25DB936A2,FFDE8CF3D5644083CE24CF8AE1C9F46A
