{'r4': 'd4', 'r1': 'd1', 'r2': 'd2', 'r3': 'd3', 'd4': 'r4', 'd2': 'r2', 'd3': 'r3', 'd1': 'r1'}
total gene families: 167265
	0	0.0
d1,r1,r3	1	5.97853705198e-06
d2,d4,r4	5	2.98926852599e-05
d1,d2,d3,r3	1	5.97853705198e-06
d1,r1,r4	2	1.1957074104e-05
d2,d3,d4,r3	2	1.1957074104e-05
d2,d3,d4,r4	2	1.1957074104e-05
d3,d4,r1,r4	1	5.97853705198e-06
d3,r3	4	2.39141482079e-05
d4,r3,r4	1	5.97853705198e-06
d2,d3,d4,r1,r3	4	2.39141482079e-05
d1,d3,d4,r3	4	2.39141482079e-05
d2,d3,d4,r1,r4	1	5.97853705198e-06
d4,r1,r4	1	5.97853705198e-06
d2,d3,r3	1	5.97853705198e-06
d1,d2,d3,d4,r4	47	0.000280991241443
d4,r4	10	5.97853705198e-05
d1,d2,d3,d4,r1	1622	0.00969718709832
d1,d2,d3,d4,r3	38	0.000227184407975
d3,d4,r4	2	1.1957074104e-05
d1,d2,r1,r3	1	5.97853705198e-06
d1,d2,r1,r4	2	1.1957074104e-05
d3,d4,r3	3	1.7935611156e-05
d1,d3,r1,r3,r4	1	5.97853705198e-06
d1,d2,r1	41	0.000245120019131
d1,d4,r4	2	1.1957074104e-05
d1,d3,r3	3	1.7935611156e-05
d1,d4,r1	17	0.000101635129884
d1,d3,r1	30	0.00017935611156
d1,d2,d4,r1,r4	2	1.1957074104e-05
d1,d2,d4,r4	10	5.97853705198e-05
d1,d2,d3,d4,r3,r4	4	2.39141482079e-05
d1,d2,d3,d4,r1,r4	24	0.000143484889248
d1,d2,d3,r1	69	0.000412519056587
d1,d2,d3,d4,r1,r3	80	0.000478282964159
d1,d2,d3,d4,r1,r3,r4	16	9.56565928317e-05
d1,d3,d4,r1	79	0.000472304427107
d1,d2,d3,r1,r4	1	5.97853705198e-06
d1,d3,d4,r1,r3	2	1.1957074104e-05
d1,d3,d4,r4	2	1.1957074104e-05
d1,d3,r1,r3	1	5.97853705198e-06
no_correspondence	165027	0.986620034078
d3,r1,r3,r4	2	1.1957074104e-05
d2,d4,r1,r4	3	1.7935611156e-05
d1,r1	46	0.000275012704391
d1,d2,d4,r1	48	0.000286969778495
